suit_impurity,trump_percentage,high_card_count,low_card_count,leading,strategy,trump_suit,num_tricks,num_players,tricks_taken
0.6875,0.375,0,5,False,SimpleWinTricks,C,8,5,2
0.65625,0.5,1,1,False,Random,C,8,5,3
0.71875,0.25,4,1,True,Random,C,8,5,5
0.59375,0.0,1,4,False,Random,C,8,5,0
0.71875,0.25,3,3,False,Random,C,8,5,0
0.6875,0.375,0,5,False,SimpleWinTricks,C,8,5,0
0.65625,0.5,1,1,False,Random,C,8,5,3
0.71875,0.25,4,1,True,Random,C,8,5,3
0.59375,0.0,1,4,False,Random,C,8,5,0
0.71875,0.25,3,3,False,Random,C,8,5,0
0.6875,0.375,0,5,False,SimpleWinTricks,C,8,5,2
0.65625,0.5,1,1,False,Random,C,8,5,3
0.71875,0.375,4,1,True,Random,D,8,5,3
0.59375,0.125,1,4,False,Random,D,8,5,1
0.71875,0.375,3,3,False,Random,D,8,5,2
0.6875,0.125,0,5,False,SimpleWinTricks,D,8,5,0
0.65625,0.25,1,1,False,Random,D,8,5,2
0.71875,0.375,4,1,True,Random,D,8,5,4
0.59375,0.125,1,4,False,Random,D,8,5,0
0.71875,0.375,3,3,False,Random,D,8,5,3
0.6875,0.125,0,5,False,SimpleWinTricks,D,8,5,0
0.65625,0.25,1,1,False,Random,D,8,5,1
0.71875,0.375,4,1,True,Random,D,8,5,4
0.59375,0.125,1,4,False,Random,D,8,5,0
0.71875,0.375,3,3,False,Random,D,8,5,3
0.6875,0.125,0,5,False,SimpleWinTricks,D,8,5,1
0.65625,0.25,1,1,False,Random,D,8,5,0
0.71875,0.375,4,1,True,Random,D,8,5,4
0.59375,0.125,1,4,False,Random,D,8,5,1
0.71875,0.375,3,3,False,Random,D,8,5,2
0.6875,0.125,0,5,False,SimpleWinTricks,D,8,5,0
0.65625,0.25,1,1,False,Random,D,8,5,1
0.71875,0.375,4,1,True,Random,D,8,5,4
0.59375,0.125,1,4,False,Random,D,8,5,1
0.71875,0.375,3,3,False,Random,D,8,5,3
0.6875,0.125,0,5,False,SimpleWinTricks,D,8,5,0
0.65625,0.25,1,1,False,Random,D,8,5,0
0.71875,0.375,4,1,True,Random,D,8,5,4
0.59375,0.125,1,4,False,Random,D,8,5,0
0.71875,0.375,3,3,False,Random,D,8,5,4
0.6875,0.125,0,5,False,SimpleWinTricks,D,8,5,0
0.65625,0.25,1,1,False,Random,D,8,5,0
0.71875,0.375,4,1,True,Random,D,8,5,4
0.59375,0.125,1,4,False,Random,D,8,5,1
0.71875,0.375,3,3,False,Random,D,8,5,2
0.6875,0.125,0,5,False,SimpleWinTricks,D,8,5,1
0.65625,0.25,1,1,False,Random,D,8,5,0
0.71875,0.375,4,1,True,Random,D,8,5,2
0.59375,0.125,1,4,False,Random,D,8,5,1
0.71875,0.375,3,3,False,Random,D,8,5,3
0.6875,0.125,0,5,False,SimpleWinTricks,D,8,5,0
0.65625,0.25,1,1,False,Random,D,8,5,2
0.71875,0.375,4,1,True,Random,D,8,5,4
0.59375,0.125,1,4,False,Random,D,8,5,1
0.71875,0.375,3,3,False,Random,D,8,5,3
0.6875,0.125,0,5,False,SimpleWinTricks,D,8,5,0
0.65625,0.25,1,1,False,Random,D,8,5,0
0.71875,0.375,4,1,True,Random,D,8,5,5
0.59375,0.125,1,4,False,Random,D,8,5,0
0.71875,0.375,3,3,False,Random,D,8,5,2
0.6875,0.125,0,5,False,SimpleWinTricks,D,8,5,0
0.65625,0.25,1,1,False,Random,D,8,5,1
0.71875,0.125,4,1,True,Random,H,8,5,2
0.59375,0.375,1,4,False,Random,H,8,5,2
0.71875,0.25,3,3,False,Random,H,8,5,1
0.6875,0.375,0,5,False,SimpleWinTricks,H,8,5,2
0.65625,0.125,1,1,False,Random,H,8,5,1
0.71875,0.125,4,1,True,Random,H,8,5,2
0.59375,0.375,1,4,False,Random,H,8,5,2
0.71875,0.25,3,3,False,Random,H,8,5,2
0.6875,0.375,0,5,False,SimpleWinTricks,H,8,5,1
0.65625,0.125,1,1,False,Random,H,8,5,1
0.71875,0.125,4,1,True,Random,H,8,5,1
0.59375,0.375,1,4,False,Random,H,8,5,2
0.71875,0.25,3,3,False,Random,H,8,5,1
0.6875,0.375,0,5,False,SimpleWinTricks,H,8,5,3
0.65625,0.125,1,1,False,Random,H,8,5,1
0.71875,0.125,4,1,True,Random,H,8,5,1
0.59375,0.375,1,4,False,Random,H,8,5,2
0.71875,0.25,3,3,False,Random,H,8,5,2
0.6875,0.375,0,5,False,SimpleWinTricks,H,8,5,3
0.65625,0.125,1,1,False,Random,H,8,5,0
0.71875,0.125,4,1,True,Random,H,8,5,1
0.59375,0.375,1,4,False,Random,H,8,5,4
0.71875,0.25,3,3,False,Random,H,8,5,1
0.6875,0.375,0,5,False,SimpleWinTricks,H,8,5,2
0.65625,0.125,1,1,False,Random,H,8,5,0
0.71875,0.125,4,1,True,Random,H,8,5,1
0.59375,0.375,1,4,False,Random,H,8,5,5
0.71875,0.25,3,3,False,Random,H,8,5,2
0.6875,0.375,0,5,False,SimpleWinTricks,H,8,5,0
0.65625,0.125,1,1,False,Random,H,8,5,0
0.71875,0.125,4,1,True,Random,H,8,5,2
0.59375,0.375,1,4,False,Random,H,8,5,2
0.71875,0.25,3,3,False,Random,H,8,5,3
0.6875,0.375,0,5,False,SimpleWinTricks,H,8,5,1
0.65625,0.125,1,1,False,Random,H,8,5,0
0.71875,0.125,4,1,True,Random,H,8,5,3
0.59375,0.375,1,4,False,Random,H,8,5,3
0.71875,0.25,3,3,False,Random,H,8,5,0
0.6875,0.375,0,5,False,SimpleWinTricks,H,8,5,2
0.65625,0.125,1,1,False,Random,H,8,5,0
0.71875,0.125,4,1,True,Random,H,8,5,3
0.59375,0.375,1,4,False,Random,H,8,5,3
0.71875,0.25,3,3,False,Random,H,8,5,1
0.6875,0.375,0,5,False,SimpleWinTricks,H,8,5,1
0.65625,0.125,1,1,False,Random,H,8,5,0
0.71875,0.125,4,1,True,Random,H,8,5,3
0.59375,0.375,1,4,False,Random,H,8,5,1
0.71875,0.25,3,3,False,Random,H,8,5,1
0.6875,0.375,0,5,False,SimpleWinTricks,H,8,5,2
0.65625,0.125,1,1,False,Random,H,8,5,1
0.71875,0.25,4,1,True,Random,S,8,5,2
0.59375,0.5,1,4,False,Random,S,8,5,3
0.71875,0.125,3,3,False,Random,S,8,5,2
0.6875,0.125,0,5,False,SimpleWinTricks,S,8,5,1
0.65625,0.125,1,1,False,Random,S,8,5,0
0.71875,0.25,4,1,True,Random,S,8,5,2
0.59375,0.5,1,4,False,Random,S,8,5,2
0.71875,0.125,3,3,False,Random,S,8,5,2
0.6875,0.125,0,5,False,SimpleWinTricks,S,8,5,1
0.65625,0.125,1,1,False,Random,S,8,5,1
0.71875,0.25,4,1,True,Random,S,8,5,3
0.59375,0.5,1,4,False,Random,S,8,5,3
0.71875,0.125,3,3,False,Random,S,8,5,1
0.6875,0.125,0,5,False,SimpleWinTricks,S,8,5,1
0.65625,0.125,1,1,False,Random,S,8,5,0
0.71875,0.25,4,1,True,Random,S,8,5,2
0.59375,0.5,1,4,False,Random,S,8,5,3
0.71875,0.125,3,3,False,Random,S,8,5,1
0.6875,0.125,0,5,False,SimpleWinTricks,S,8,5,1
0.65625,0.125,1,1,False,Random,S,8,5,1
0.71875,0.25,4,1,True,Random,S,8,5,3
0.59375,0.5,1,4,False,Random,S,8,5,2
0.71875,0.125,3,3,False,Random,S,8,5,2
0.6875,0.125,0,5,False,SimpleWinTricks,S,8,5,0
0.65625,0.125,1,1,False,Random,S,8,5,1
0.71875,0.25,4,1,True,Random,S,8,5,2
0.59375,0.5,1,4,False,Random,S,8,5,3
0.71875,0.125,3,3,False,Random,S,8,5,1
0.6875,0.125,0,5,False,SimpleWinTricks,S,8,5,2
0.65625,0.125,1,1,False,Random,S,8,5,0
0.71875,0.25,4,1,True,Random,S,8,5,2
0.59375,0.5,1,4,False,Random,S,8,5,5
0.71875,0.125,3,3,False,Random,S,8,5,0
0.6875,0.125,0,5,False,SimpleWinTricks,S,8,5,1
0.65625,0.125,1,1,False,Random,S,8,5,0
0.71875,0.25,4,1,True,Random,S,8,5,3
0.59375,0.5,1,4,False,Random,S,8,5,3
0.71875,0.125,3,3,False,Random,S,8,5,1
0.6875,0.125,0,5,False,SimpleWinTricks,S,8,5,0
0.65625,0.125,1,1,False,Random,S,8,5,1
0.71875,0.25,4,1,True,Random,S,8,5,4
0.59375,0.5,1,4,False,Random,S,8,5,3
0.71875,0.125,3,3,False,Random,S,8,5,0
0.6875,0.125,0,5,False,SimpleWinTricks,S,8,5,0
0.65625,0.125,1,1,False,Random,S,8,5,1
0.71875,0.25,4,1,True,Random,S,8,5,2
0.59375,0.5,1,4,False,Random,S,8,5,3
0.71875,0.125,3,3,False,Random,S,8,5,3
0.6875,0.125,0,5,False,SimpleWinTricks,S,8,5,0
0.65625,0.125,1,1,False,Random,S,8,5,0
0.71875,0.25,4,1,False,Random,C,8,5,2
0.59375,0.0,1,4,True,Random,C,8,5,2
0.71875,0.25,3,3,False,SimpleWinTricks,C,8,5,2
0.6875,0.375,0,5,False,Random,C,8,5,0
0.65625,0.5,1,1,False,Random,C,8,5,2
0.71875,0.25,4,1,False,Random,C,8,5,2
0.59375,0.0,1,4,True,Random,C,8,5,2
0.71875,0.25,3,3,False,SimpleWinTricks,C,8,5,1
0.6875,0.375,0,5,False,Random,C,8,5,0
0.65625,0.5,1,1,False,Random,C,8,5,3
0.71875,0.25,4,1,False,Random,C,8,5,2
0.59375,0.0,1,4,True,Random,C,8,5,1
0.71875,0.25,3,3,False,SimpleWinTricks,C,8,5,1
0.6875,0.375,0,5,False,Random,C,8,5,2
0.65625,0.5,1,1,False,Random,C,8,5,2
0.71875,0.25,4,1,False,Random,C,8,5,2
0.59375,0.0,1,4,True,Random,C,8,5,0
0.71875,0.25,3,3,False,SimpleWinTricks,C,8,5,3
0.6875,0.375,0,5,False,Random,C,8,5,1
0.65625,0.5,1,1,False,Random,C,8,5,2
0.71875,0.25,4,1,False,Random,C,8,5,4
0.59375,0.0,1,4,True,Random,C,8,5,1
0.71875,0.25,3,3,False,SimpleWinTricks,C,8,5,0
0.6875,0.375,0,5,False,Random,C,8,5,0
0.65625,0.5,1,1,False,Random,C,8,5,3
0.71875,0.25,4,1,False,Random,C,8,5,3
0.59375,0.0,1,4,True,Random,C,8,5,0
0.71875,0.25,3,3,False,SimpleWinTricks,C,8,5,2
0.6875,0.375,0,5,False,Random,C,8,5,0
0.65625,0.5,1,1,False,Random,C,8,5,3
0.71875,0.25,4,1,False,Random,C,8,5,2
0.59375,0.0,1,4,True,Random,C,8,5,0
0.71875,0.25,3,3,False,SimpleWinTricks,C,8,5,1
0.6875,0.375,0,5,False,Random,C,8,5,2
0.65625,0.5,1,1,False,Random,C,8,5,3
0.71875,0.25,4,1,False,Random,C,8,5,2
0.59375,0.0,1,4,True,Random,C,8,5,1
0.71875,0.25,3,3,False,SimpleWinTricks,C,8,5,0
0.6875,0.375,0,5,False,Random,C,8,5,2
0.65625,0.5,1,1,False,Random,C,8,5,3
0.71875,0.25,4,1,False,Random,C,8,5,3
0.59375,0.0,1,4,True,Random,C,8,5,0
0.71875,0.25,3,3,False,SimpleWinTricks,C,8,5,3
0.6875,0.375,0,5,False,Random,C,8,5,0
0.65625,0.5,1,1,False,Random,C,8,5,2
0.71875,0.25,4,1,False,Random,C,8,5,3
0.59375,0.0,1,4,True,Random,C,8,5,0
0.71875,0.25,3,3,False,SimpleWinTricks,C,8,5,1
0.6875,0.375,0,5,False,Random,C,8,5,1
0.65625,0.5,1,1,False,Random,C,8,5,3
0.71875,0.375,4,1,False,Random,D,8,5,2
0.59375,0.125,1,4,True,Random,D,8,5,0
0.71875,0.375,3,3,False,SimpleWinTricks,D,8,5,4
0.6875,0.125,0,5,False,Random,D,8,5,1
0.65625,0.25,1,1,False,Random,D,8,5,1
0.71875,0.375,4,1,False,Random,D,8,5,4
0.59375,0.125,1,4,True,Random,D,8,5,0
0.71875,0.375,3,3,False,SimpleWinTricks,D,8,5,3
0.6875,0.125,0,5,False,Random,D,8,5,1
0.65625,0.25,1,1,False,Random,D,8,5,0
0.71875,0.375,4,1,False,Random,D,8,5,2
0.59375,0.125,1,4,True,Random,D,8,5,0
0.71875,0.375,3,3,False,SimpleWinTricks,D,8,5,4
0.6875,0.125,0,5,False,Random,D,8,5,0
0.65625,0.25,1,1,False,Random,D,8,5,2
0.71875,0.375,4,1,False,Random,D,8,5,2
0.59375,0.125,1,4,True,Random,D,8,5,1
0.71875,0.375,3,3,False,SimpleWinTricks,D,8,5,4
0.6875,0.125,0,5,False,Random,D,8,5,0
0.65625,0.25,1,1,False,Random,D,8,5,1
0.71875,0.375,4,1,False,Random,D,8,5,3
0.59375,0.125,1,4,True,Random,D,8,5,0
0.71875,0.375,3,3,False,SimpleWinTricks,D,8,5,4
0.6875,0.125,0,5,False,Random,D,8,5,1
0.65625,0.25,1,1,False,Random,D,8,5,0
0.71875,0.375,4,1,False,Random,D,8,5,3
0.59375,0.125,1,4,True,Random,D,8,5,1
0.71875,0.375,3,3,False,SimpleWinTricks,D,8,5,2
0.6875,0.125,0,5,False,Random,D,8,5,1
0.65625,0.25,1,1,False,Random,D,8,5,1
0.71875,0.375,4,1,False,Random,D,8,5,3
0.59375,0.125,1,4,True,Random,D,8,5,0
0.71875,0.375,3,3,False,SimpleWinTricks,D,8,5,4
0.6875,0.125,0,5,False,Random,D,8,5,0
0.65625,0.25,1,1,False,Random,D,8,5,1
0.71875,0.375,4,1,False,Random,D,8,5,3
0.59375,0.125,1,4,True,Random,D,8,5,1
0.71875,0.375,3,3,False,SimpleWinTricks,D,8,5,3
0.6875,0.125,0,5,False,Random,D,8,5,0
0.65625,0.25,1,1,False,Random,D,8,5,1
0.71875,0.375,4,1,False,Random,D,8,5,3
0.59375,0.125,1,4,True,Random,D,8,5,1
0.71875,0.375,3,3,False,SimpleWinTricks,D,8,5,2
0.6875,0.125,0,5,False,Random,D,8,5,0
0.65625,0.25,1,1,False,Random,D,8,5,2
0.71875,0.375,4,1,False,Random,D,8,5,2
0.59375,0.125,1,4,True,Random,D,8,5,1
0.71875,0.375,3,3,False,SimpleWinTricks,D,8,5,2
0.6875,0.125,0,5,False,Random,D,8,5,1
0.65625,0.25,1,1,False,Random,D,8,5,2
0.71875,0.125,4,1,False,Random,H,8,5,2
0.59375,0.375,1,4,True,Random,H,8,5,3
0.71875,0.25,3,3,False,SimpleWinTricks,H,8,5,2
0.6875,0.375,0,5,False,Random,H,8,5,1
0.65625,0.125,1,1,False,Random,H,8,5,0
0.71875,0.125,4,1,False,Random,H,8,5,1
0.59375,0.375,1,4,True,Random,H,8,5,5
0.71875,0.25,3,3,False,SimpleWinTricks,H,8,5,2
0.6875,0.375,0,5,False,Random,H,8,5,0
0.65625,0.125,1,1,False,Random,H,8,5,0
0.71875,0.125,4,1,False,Random,H,8,5,1
0.59375,0.375,1,4,True,Random,H,8,5,4
0.71875,0.25,3,3,False,SimpleWinTricks,H,8,5,1
0.6875,0.375,0,5,False,Random,H,8,5,2
0.65625,0.125,1,1,False,Random,H,8,5,0
0.71875,0.125,4,1,False,Random,H,8,5,3
0.59375,0.375,1,4,True,Random,H,8,5,2
0.71875,0.25,3,3,False,SimpleWinTricks,H,8,5,1
0.6875,0.375,0,5,False,Random,H,8,5,1
0.65625,0.125,1,1,False,Random,H,8,5,1
0.71875,0.125,4,1,False,Random,H,8,5,2
0.59375,0.375,1,4,True,Random,H,8,5,1
0.71875,0.25,3,3,False,SimpleWinTricks,H,8,5,3
0.6875,0.375,0,5,False,Random,H,8,5,1
0.65625,0.125,1,1,False,Random,H,8,5,1
0.71875,0.125,4,1,False,Random,H,8,5,2
0.59375,0.375,1,4,True,Random,H,8,5,2
0.71875,0.25,3,3,False,SimpleWinTricks,H,8,5,3
0.6875,0.375,0,5,False,Random,H,8,5,0
0.65625,0.125,1,1,False,Random,H,8,5,1
0.71875,0.125,4,1,False,Random,H,8,5,1
0.59375,0.375,1,4,True,Random,H,8,5,4
0.71875,0.25,3,3,False,SimpleWinTricks,H,8,5,1
0.6875,0.375,0,5,False,Random,H,8,5,2
0.65625,0.125,1,1,False,Random,H,8,5,0
0.71875,0.125,4,1,False,Random,H,8,5,3
0.59375,0.375,1,4,True,Random,H,8,5,1
0.71875,0.25,3,3,False,SimpleWinTricks,H,8,5,2
0.6875,0.375,0,5,False,Random,H,8,5,2
0.65625,0.125,1,1,False,Random,H,8,5,0
0.71875,0.125,4,1,False,Random,H,8,5,3
0.59375,0.375,1,4,True,Random,H,8,5,2
0.71875,0.25,3,3,False,SimpleWinTricks,H,8,5,2
0.6875,0.375,0,5,False,Random,H,8,5,1
0.65625,0.125,1,1,False,Random,H,8,5,0
0.71875,0.125,4,1,False,Random,H,8,5,3
0.59375,0.375,1,4,True,Random,H,8,5,2
0.71875,0.25,3,3,False,SimpleWinTricks,H,8,5,2
0.6875,0.375,0,5,False,Random,H,8,5,1
0.65625,0.125,1,1,False,Random,H,8,5,0
0.71875,0.25,4,1,False,Random,S,8,5,2
0.59375,0.5,1,4,True,Random,S,8,5,4
0.71875,0.125,3,3,False,SimpleWinTricks,S,8,5,1
0.6875,0.125,0,5,False,Random,S,8,5,0
0.65625,0.125,1,1,False,Random,S,8,5,1
0.71875,0.25,4,1,False,Random,S,8,5,3
0.59375,0.5,1,4,True,Random,S,8,5,5
0.71875,0.125,3,3,False,SimpleWinTricks,S,8,5,0
0.6875,0.125,0,5,False,Random,S,8,5,0
0.65625,0.125,1,1,False,Random,S,8,5,0
0.71875,0.25,4,1,False,Random,S,8,5,2
0.59375,0.5,1,4,True,Random,S,8,5,5
0.71875,0.125,3,3,False,SimpleWinTricks,S,8,5,0
0.6875,0.125,0,5,False,Random,S,8,5,1
0.65625,0.125,1,1,False,Random,S,8,5,0
0.71875,0.25,4,1,False,Random,S,8,5,3
0.59375,0.5,1,4,True,Random,S,8,5,3
0.71875,0.125,3,3,False,SimpleWinTricks,S,8,5,1
0.6875,0.125,0,5,False,Random,S,8,5,1
0.65625,0.125,1,1,False,Random,S,8,5,0
0.71875,0.25,4,1,False,Random,S,8,5,2
0.59375,0.5,1,4,True,Random,S,8,5,4
0.71875,0.125,3,3,False,SimpleWinTricks,S,8,5,2
0.6875,0.125,0,5,False,Random,S,8,5,0
0.65625,0.125,1,1,False,Random,S,8,5,0
0.71875,0.25,4,1,False,Random,S,8,5,4
0.59375,0.5,1,4,True,Random,S,8,5,3
0.71875,0.125,3,3,False,SimpleWinTricks,S,8,5,0
0.6875,0.125,0,5,False,Random,S,8,5,0
0.65625,0.125,1,1,False,Random,S,8,5,1
0.71875,0.25,4,1,False,Random,S,8,5,2
0.59375,0.5,1,4,True,Random,S,8,5,6
0.71875,0.125,3,3,False,SimpleWinTricks,S,8,5,0
0.6875,0.125,0,5,False,Random,S,8,5,0
0.65625,0.125,1,1,False,Random,S,8,5,0
0.71875,0.25,4,1,False,Random,S,8,5,3
0.59375,0.5,1,4,True,Random,S,8,5,2
0.71875,0.125,3,3,False,SimpleWinTricks,S,8,5,3
0.6875,0.125,0,5,False,Random,S,8,5,0
0.65625,0.125,1,1,False,Random,S,8,5,0
0.71875,0.25,4,1,False,Random,S,8,5,3
0.59375,0.5,1,4,True,Random,S,8,5,3
0.71875,0.125,3,3,False,SimpleWinTricks,S,8,5,1
0.6875,0.125,0,5,False,Random,S,8,5,1
0.65625,0.125,1,1,False,Random,S,8,5,0
0.71875,0.25,4,1,False,Random,S,8,5,2
0.59375,0.5,1,4,True,Random,S,8,5,3
0.71875,0.125,3,3,False,SimpleWinTricks,S,8,5,3
0.6875,0.125,0,5,False,Random,S,8,5,0
0.65625,0.125,1,1,False,Random,S,8,5,0
0.71875,0.25,4,1,False,Random,C,8,5,3
0.59375,0.0,1,4,False,SimpleWinTricks,C,8,5,0
0.71875,0.25,3,3,True,Random,C,8,5,3
0.6875,0.375,0,5,False,Random,C,8,5,0
0.65625,0.5,1,1,False,Random,C,8,5,2
0.71875,0.25,4,1,False,Random,C,8,5,3
0.59375,0.0,1,4,False,SimpleWinTricks,C,8,5,1
0.71875,0.25,3,3,True,Random,C,8,5,1
0.6875,0.375,0,5,False,Random,C,8,5,0
0.65625,0.5,1,1,False,Random,C,8,5,3
0.71875,0.25,4,1,False,Random,C,8,5,3
0.59375,0.0,1,4,False,SimpleWinTricks,C,8,5,0
0.71875,0.25,3,3,True,Random,C,8,5,0
0.6875,0.375,0,5,False,Random,C,8,5,2
0.65625,0.5,1,1,False,Random,C,8,5,3
0.71875,0.25,4,1,False,Random,C,8,5,4
0.59375,0.0,1,4,False,SimpleWinTricks,C,8,5,0
0.71875,0.25,3,3,True,Random,C,8,5,1
0.6875,0.375,0,5,False,Random,C,8,5,0
0.65625,0.5,1,1,False,Random,C,8,5,3
0.71875,0.25,4,1,False,Random,C,8,5,3
0.59375,0.0,1,4,False,SimpleWinTricks,C,8,5,0
0.71875,0.25,3,3,True,Random,C,8,5,1
0.6875,0.375,0,5,False,Random,C,8,5,1
0.65625,0.5,1,1,False,Random,C,8,5,3
0.71875,0.25,4,1,False,Random,C,8,5,1
0.59375,0.0,1,4,False,SimpleWinTricks,C,8,5,2
0.71875,0.25,3,3,True,Random,C,8,5,1
0.6875,0.375,0,5,False,Random,C,8,5,1
0.65625,0.5,1,1,False,Random,C,8,5,3
0.71875,0.25,4,1,False,Random,C,8,5,2
0.59375,0.0,1,4,False,SimpleWinTricks,C,8,5,2
0.71875,0.25,3,3,True,Random,C,8,5,2
0.6875,0.375,0,5,False,Random,C,8,5,0
0.65625,0.5,1,1,False,Random,C,8,5,2
0.71875,0.25,4,1,False,Random,C,8,5,2
0.59375,0.0,1,4,False,SimpleWinTricks,C,8,5,1
0.71875,0.25,3,3,True,Random,C,8,5,1
0.6875,0.375,0,5,False,Random,C,8,5,1
0.65625,0.5,1,1,False,Random,C,8,5,3
0.71875,0.25,4,1,False,Random,C,8,5,3
0.59375,0.0,1,4,False,SimpleWinTricks,C,8,5,0
0.71875,0.25,3,3,True,Random,C,8,5,2
0.6875,0.375,0,5,False,Random,C,8,5,1
0.65625,0.5,1,1,False,Random,C,8,5,2
0.71875,0.25,4,1,False,Random,C,8,5,2
0.59375,0.0,1,4,False,SimpleWinTricks,C,8,5,0
0.71875,0.25,3,3,True,Random,C,8,5,2
0.6875,0.375,0,5,False,Random,C,8,5,1
0.65625,0.5,1,1,False,Random,C,8,5,3
0.71875,0.375,4,1,False,Random,D,8,5,4
0.59375,0.125,1,4,False,SimpleWinTricks,D,8,5,0
0.71875,0.375,3,3,True,Random,D,8,5,2
0.6875,0.125,0,5,False,Random,D,8,5,1
0.65625,0.25,1,1,False,Random,D,8,5,1
0.71875,0.375,4,1,False,Random,D,8,5,3
0.59375,0.125,1,4,False,SimpleWinTricks,D,8,5,3
0.71875,0.375,3,3,True,Random,D,8,5,2
0.6875,0.125,0,5,False,Random,D,8,5,0
0.65625,0.25,1,1,False,Random,D,8,5,0
0.71875,0.375,4,1,False,Random,D,8,5,3
0.59375,0.125,1,4,False,SimpleWinTricks,D,8,5,2
0.71875,0.375,3,3,True,Random,D,8,5,3
0.6875,0.125,0,5,False,Random,D,8,5,0
0.65625,0.25,1,1,False,Random,D,8,5,0
0.71875,0.375,4,1,False,Random,D,8,5,4
0.59375,0.125,1,4,False,SimpleWinTricks,D,8,5,1
0.71875,0.375,3,3,True,Random,D,8,5,3
0.6875,0.125,0,5,False,Random,D,8,5,0
0.65625,0.25,1,1,False,Random,D,8,5,0
0.71875,0.375,4,1,False,Random,D,8,5,3
0.59375,0.125,1,4,False,SimpleWinTricks,D,8,5,2
0.71875,0.375,3,3,True,Random,D,8,5,2
0.6875,0.125,0,5,False,Random,D,8,5,0
0.65625,0.25,1,1,False,Random,D,8,5,1
0.71875,0.375,4,1,False,Random,D,8,5,4
0.59375,0.125,1,4,False,SimpleWinTricks,D,8,5,1
0.71875,0.375,3,3,True,Random,D,8,5,2
0.6875,0.125,0,5,False,Random,D,8,5,0
0.65625,0.25,1,1,False,Random,D,8,5,1
0.71875,0.375,4,1,False,Random,D,8,5,3
0.59375,0.125,1,4,False,SimpleWinTricks,D,8,5,2
0.71875,0.375,3,3,True,Random,D,8,5,2
0.6875,0.125,0,5,False,Random,D,8,5,0
0.65625,0.25,1,1,False,Random,D,8,5,1
0.71875,0.375,4,1,False,Random,D,8,5,2
0.59375,0.125,1,4,False,SimpleWinTricks,D,8,5,2
0.71875,0.375,3,3,True,Random,D,8,5,2
0.6875,0.125,0,5,False,Random,D,8,5,1
0.65625,0.25,1,1,False,Random,D,8,5,1
0.71875,0.375,4,1,False,Random,D,8,5,3
0.59375,0.125,1,4,False,SimpleWinTricks,D,8,5,2
0.71875,0.375,3,3,True,Random,D,8,5,2
0.6875,0.125,0,5,False,Random,D,8,5,0
0.65625,0.25,1,1,False,Random,D,8,5,1
0.71875,0.375,4,1,False,Random,D,8,5,5
0.59375,0.125,1,4,False,SimpleWinTricks,D,8,5,0
0.71875,0.375,3,3,True,Random,D,8,5,2
0.6875,0.125,0,5,False,Random,D,8,5,0
0.65625,0.25,1,1,False,Random,D,8,5,1
0.71875,0.125,4,1,False,Random,H,8,5,2
0.59375,0.375,1,4,False,SimpleWinTricks,H,8,5,4
0.71875,0.25,3,3,True,Random,H,8,5,0
0.6875,0.375,0,5,False,Random,H,8,5,2
0.65625,0.125,1,1,False,Random,H,8,5,0
0.71875,0.125,4,1,False,Random,H,8,5,1
